# Spherical harmonics problem 2021/03/23 19:56:53
order 0
N 512
# theta phi I
1.612195e+00 3.522548e+00 3.989423e-01 
9.013763e-01 3.704504e+00 3.989423e-01 
2.197647e-01 1.833279e+00 3.989423e-01 
1.728899e+00 5.219440e+00 3.989423e-01 
7.879570e-01 5.219601e+00 3.989423e-01 
6.061055e-01 3.887362e+00 3.989423e-01 
1.290898e+00 2.860625e+00 3.989423e-01 
2.679089e+00 8.717709e-02 3.989423e-01 
1.100656e+00 3.407986e+00 3.989423e-01 
2.325817e+00 5.317868e+00 3.989423e-01 
5.933877e-01 3.397947e+00 3.989423e-01 
1.148626e+00 2.587856e-01 3.989423e-01 
1.153383e+00 2.870966e+00 3.989423e-01 
2.412277e+00 5.146675e-01 3.989423e-01 
2.054457e+00 1.623776e+00 3.989423e-01 
8.313004e-01 3.145054e+00 3.989423e-01 
7.760603e-01 1.309971e+00 3.989423e-01 
8.881387e-01 1.514942e+00 3.989423e-01 
9.830002e-01 1.586452e+00 3.989423e-01 
2.851921e+00 1.404832e+00 3.989423e-01 
2.383646e+00 5.623365e+00 3.989423e-01 
2.388352e+00 5.901358e+00 3.989423e-01 
1.717785e+00 2.524858e+00 3.989423e-01 
1.580417e+00 1.415975e-01 3.989423e-01 
2.693911e+00 2.084789e+00 3.989423e-01 
1.646274e+00 1.968059e+00 3.989423e-01 
1.645132e+00 3.874571e+00 3.989423e-01 
1.443874e+00 9.106484e-01 3.989423e-01 
1.786020e+00 5.405697e+00 3.989423e-01 
2.593685e+00 2.428648e+00 3.989423e-01 
1.541850e+00 4.469875e+00 3.989423e-01 
1.419474e+00 9.427142e-01 3.989423e-01 
9.393331e-01 4.186483e+00 3.989423e-01 
1.152202e+00 4.226821e+00 3.989423e-01 
9.734577e-01 6.027925e+00 3.989423e-01 
1.232609e+00 8.343182e-01 3.989423e-01 
2.356386e-01 4.421511e+00 3.989423e-01 
8.133804e-01 1.291011e+00 3.989423e-01 
1.007956e+00 2.533221e+00 3.989423e-01 
1.796805e+00 6.028184e-02 3.989423e-01 
7.830057e-01 4.862702e+00 3.989423e-01 
1.046117e+00 3.415412e+00 3.989423e-01 
2.938513e+00 3.127125e+00 3.989423e-01 
1.599874e+00 5.281220e+00 3.989423e-01 
1.800382e+00 2.673670e+00 3.989423e-01 
1.770709e+00 1.658436e+00 3.989423e-01 
1.915003e+00 3.689980e+00 3.989423e-01 
2.644481e+00 2.884727e-01 3.989423e-01 
2.349330e+00 1.279824e+00 3.989423e-01 
2.722190e+00 1.303668e+00 3.989423e-01 
2.622086e+00 1.042285e+00 3.989423e-01 
1.608580e+00 5.624914e+00 3.989423e-01 
1.404543e+00 5.028158e+00 3.989423e-01 
1.699164e+00 1.555654e+00 3.989423e-01 
7.873740e-01 5.936112e+00 3.989423e-01 
7.202437e-01 4.521314e-01 3.989423e-01 
1.912548e+00 6.224798e-02 3.989423e-01 
1.113009e+00 2.205276e+00 3.989423e-01 
6.085362e-01 4.348496e+00 3.989423e-01 
