# Spherical harmonics problem 2021/03/23 19:56:50
order 0
N 32
# theta phi I
1.696989e+00 5.054774e-02 3.989423e-01 
2.524223e+00 3.849542e+00 3.989423e-01 
2.328458e+00 5.816005e+00 3.989423e-01 
2.014571e+00 1.747174e+00 3.989423e-01 
1.295279e+00 3.170316e-01 3.989423e-01 
2.641510e+00 1.551760e+00 3.989423e-01 
2.503563e+00 3.715905e+00 3.989423e-01 
1.961436e+00 4.886672e+00 3.989423e-01 
2.969116e+00 2.973361e+00 3.989423e-01 
2.802864e+00 5.250159e+00 3.989423e-01 
1.377028e+00 2.776873e-01 3.989423e-01 
2.108916e+00 6.239370e+00 3.989423e-01 
1.374274e+00 6.238049e+00 3.989423e-01 
1.921026e+00 1.033796e+00 3.989423e-01 
1.470544e+00 2.016960e+00 3.989423e-01 
1.942892e+00 1.300545e+00 3.989423e-01 
1.159557e+00 9.022249e-01 3.989423e-01 
1.619927e+00 4.370632e+00 3.989423e-01 
2.649355e+00 5.661258e+00 3.989423e-01 
8.868534e-01 1.799059e+00 3.989423e-01 
9.539856e-01 1.507644e+00 3.989423e-01 
6.174345e-01 1.307179e+00 3.989423e-01 
5.181840e-01 8.432574e-01 3.989423e-01 
2.023694e+00 1.901018e+00 3.989423e-01 
1.605417e+00 2.582426e+00 3.989423e-01 
1.780265e+00 5.187193e+00 3.989423e-01 
2.402449e+00 2.656439e+00 3.989423e-01 
1.806581e+00 1.285075e-01 3.989423e-01 
1.775754e+00 5.211101e+00 3.989423e-01 
8.772385e-01 5.146902e+00 3.989423e-01 
1.986750e+00 2.048038e+00 3.989423e-01 
2.952745e+00 1.995546e+00 3.989423e-01 
# Exact (~1e-8) pressure tensor
3.333333e-01 0.000000e+00 0.000000e+00 
0.000000e+00 3.333333e-01 0.000000e+00 
0.000000e+00 0.000000e+00 3.333333e-01 
