# Spherical harmonics problem 2021/03/23 19:57:27
order 3
N 512
# theta phi I
7.664070e-01 3.931923e+00 4.738457e-01 
1.947423e+00 3.650040e+00 3.966607e-01 
2.663441e+00 4.134109e+00 3.731204e-01 
1.779775e+00 4.419144e+00 5.047348e-01 
1.402275e+00 5.738707e+00 3.475376e-01 
1.536692e+00 1.881969e+00 4.046858e-01 
1.732701e+00 4.486114e+00 5.111898e-01 
1.497682e+00 5.109017e+00 4.473238e-01 
1.810554e+00 2.977346e-01 4.090893e-01 
1.104625e+00 7.605077e-01 3.390114e-01 
5.717643e-01 3.859002e+00 4.670028e-01 
9.348967e-01 1.301141e+00 4.765802e-01 
4.683913e-01 3.535957e+00 4.815635e-01 
2.833303e+00 2.126722e+00 4.261663e-01 
2.086927e+00 2.209087e-01 4.189632e-01 
7.081110e-01 2.632341e-01 2.740725e-01 
2.399145e+00 5.341605e-01 4.452224e-01 
1.720022e+00 2.741469e+00 2.702418e-01 
9.984929e-01 3.522560e+00 4.273411e-01 
2.548289e+00 4.845224e+00 2.935478e-01 
1.325955e+00 2.744198e+00 3.698176e-01 
1.855316e+00 1.342021e+00 3.738670e-01 
6.722077e-01 4.601112e+00 4.594577e-01 
1.811267e+00 8.659376e-01 4.040967e-01 
1.653110e+00 4.652580e+00 5.100872e-01 
1.693113e+00 1.931662e+00 3.578006e-01 
1.607886e-01 1.141584e+00 4.361324e-01 
2.661101e+00 2.105899e+00 4.113500e-01 
2.519927e+00 5.309163e+00 2.603639e-01 
2.223748e+00 2.789428e+00 3.115104e-01 
1.203388e+00 3.217560e+00 3.665931e-01 
2.875782e+00 1.075240e+00 4.323688e-01 
1.495549e+00 3.376109e+00 3.318952e-01 
1.558496e+00 6.168995e-01 3.754864e-01 
2.545438e-01 1.466485e+00 4.740291e-01 
2.868027e+00 2.697249e+00 4.183735e-01 
2.593148e+00 4.011148e+00 3.851056e-01 
1.292012e+00 2.104838e+00 4.855656e-01 
1.039666e+00 4.373703e+00 5.382932e-01 
2.514764e+00 4.550621e+00 3.310946e-01 
2.141171e+00 3.416235e+00 3.632747e-01 
5.720443e-01 5.267347e+00 3.617808e-01 
1.768703e+00 4.335200e-01 4.088391e-01 
3.092836e+00 5.865081e+00 3.948901e-01 
2.060652e+00 2.206878e-01 4.185660e-01 
1.834436e+00 4.088373e+00 4.849070e-01 
9.567329e-01 8.000599e-01 3.471955e-01 
6.706225e-01 2.159343e+00 6.140273e-01 
7.042815e-01 3.897964e+00 4.704544e-01 
1.552312e+00 3.117746e-01 3.696344e-01 
1.659372e+00 1.496661e+00 3.788675e-01 
4.567190e-01 2.246523e+00 5.785349e-01 
1.482299e+00 6.017844e+00 3.395982e-01 
2.762153e+00 1.162331e+00 4.416829e-01 
1.349955e+00 4.835198e+00 5.284512e-01 
7.054837e-01 2.917408e+00 5.275798e-01 
1.291231e+00 2.201462e-01 3.170956e-01 
1.244607e+00 4.146868e+00 5.322802e-01 
1.777221e+00 3.535185e-01 4.076627e-01 
1.761471e+00 3.156665e+00 2.837571e-01 
5.227993e-01 1.148209e+00 4.520803e-01 
8.243933e-01 3.811950e+00 4.670924e-01 
1.376340e+00 6.271245e+00 3.292068e-01 
1.961550e+00 2.784185e+00 2.680987e-01 
1.672623e+00 5.676941e+00 3.327782e-01 
2.318873e+00 2.729804e-01 4.224528e-01 
2.983948e+00 5.839236e+00 3.764711e-01 
1.797512e+00 3.090183e+00 2.763443e-01 
3.024798e+00 5.661714e+00 3.806401e-01 
5.188415e-01 1.663477e+00 5.520726e-01 
9.915977e-01 4.160598e+00 5.132746e-01 
2.177503e+00 5.003036e+00 2.913047e-01 
1.883374e+00 2.596421e+00 2.684923e-01 
1.335998e+00 5.379703e+00 4.059116e-01 
1.450877e+00 5.934962e+00 3.381033e-01 
2.477320e+00 3.971135e+00 3.951971e-01 
2.132957e+00 1.969148e+00 3.274145e-01 
1.926921e+00 1.935305e+00 3.237737e-01 
1.642423e+00 2.591855e+00 2.964369e-01 
2.334229e-01 4.808380e+00 3.978602e-01 
1.823938e+00 2.526666e+00 2.758600e-01 
1.374972e+00 1.136265e+00 3.906425e-01 
1.387805e+00 6.257014e+00 3.309322e-01 
1.775860e+00 3.871361e+00 4.523895e-01 
2.794631e+00 5.270114e+00 3.178655e-01 
1.127772e+00 4.594731e+00 5.507582e-01 
1.878153e+00 6.176101e+00 3.671876e-01 
1.080032e+00 1.709834e+00 5.417278e-01 
4.154615e-01 2.734470e+00 5.465391e-01 
9.084066e-01 5.060635e+00 4.497293e-01 
1.097634e+00 1.857630e+00 5.535340e-01 
2.952685e+00 2.389120e-01 3.990244e-01 
1.748552e+00 4.802731e+00 4.545290e-01 
9.679050e-01 8.403481e-01 3.555912e-01 
2.183104e+00 4.559185e+00 3.759303e-01 
1.290817e+00 4.980763e+00 5.012478e-01 
8.690051e-01 3.935292e+00 4.780095e-01 
1.578583e+00 8.314512e-01 3.787136e-01 
1.870020e+00 3.459629e+00 3.490858e-01 
2.060552e+00 4.199705e+00 4.475450e-01 
3.184734e-01 5.043132e+00 3.786382e-01 
1.959172e+00 4.490730e+00 4.482094e-01 
2.053979e+00 2.258128e-01 4.190730e-01 
1.965355e+00 6.134375e+00 3.590203e-01 
5.547015e-01 1.430708e+00 5.150896e-01 
2.587843e+00 8.244889e-01 4.482873e-01 
2.081640e+00 1.592984e+00 3.601871e-01 
1.849539e+00 3.565674e+00 3.742759e-01 
1.809490e+00 5.764708e+00 3.185376e-01 
2.566407e+00 2.987274e+00 3.893540e-01 
1.718078e+00 6.255178e-03 3.750104e-01 
2.433697e+00 6.211383e+00 3.608278e-01 
1.876285e+00 5.753737e+00 3.096218e-01 
1.201313e+00 5.251307e+00 4.381555e-01 
1.529959e+00 3.843893e+00 4.564257e-01 
2.090239e+00 5.475365e+00 2.639424e-01 
1.198106e+00 2.929144e+00 3.867056e-01 
7.682873e-01 5.924337e+00 2.795527e-01 
4.088092e-01 2.526859e+00 5.585435e-01 
2.663434e+00 2.328811e+00 4.056404e-01 
1.687184e+00 4.914872e+00 4.472319e-01 
1.821419e+00 1.725726e+00 3.492701e-01 
2.676840e+00 5.091538e+00 2.930458e-01 
1.550149e+00 1.940035e+00 3.980246e-01 
1.462101e+00 5.273855e+00 4.155838e-01 
2.641152e+00 4.209330e+00 3.671060e-01 
1.681281e+00 1.521472e+00 3.756095e-01 
1.484900e+00 4.400772e+00 5.575603e-01 
2.027003e+00 4.587637e+00 4.123285e-01 
6.933493e-01 3.341582e+00 4.795141e-01 
8.963924e-01 3.645589e+00 4.504782e-01 
1.699173e+00 4.876712e+00 4.525863e-01 
2.114048e+00 4.780123e+00 3.488349e-01 
2.272560e+00 3.923800e+00 4.152081e-01 
2.765330e+00 1.395632e+00 4.395219e-01 
2.166023e-01 4.605369e+00 4.098001e-01 
1.996706e+00 7.830688e-01 4.304710e-01 
4.209381e-01 6.017997e+00 3.043169e-01 
1.868879e+00 3.235075e+00 3.017210e-01 
2.115223e+00 5.710697e+00 2.780603e-01 
9.921351e-01 4.474533e+00 5.327046e-01 
2.339518e+00 6.273180e+00 3.744134e-01 
1.040977e+00 5.383098e+00 3.972694e-01 
1.544775e+00 2.165830e+00 3.816937e-01 
8.347298e-01 4.409610e+00 5.017734e-01 
2.409498e+00 3.899958e+00 4.031501e-01 
2.680957e+00 1.791518e+00 4.251398e-01 
2.796309e+00 4.640979e+00 3.401809e-01 
1.621232e+00 6.199094e+00 3.587350e-01 
2.237675e+00 4.271586e+00 4.056928e-01 
1.881417e+00 6.090714e+00 3.537529e-01 
1.614627e+00 5.915585e+00 3.407432e-01 
1.787073e+00 7.910882e-01 4.050921e-01 
3.492936e-01 5.755434e-01 3.667910e-01 
1.907245e+00 3.524017e+00 3.663498e-01 
1.127546e+00 6.264025e+00 2.882843e-01 
9.964248e-01 5.143566e+00 4.465069e-01 
1.413021e+00 3.895511e+00 4.745200e-01 
1.724152e+00 5.778321e+00 3.285550e-01 
1.872613e+00 3.469138e+00 3.514899e-01 
1.914811e+00 3.621577e+00 3.896399e-01 
1.356862e+00 2.132828e+00 4.572055e-01 
2.070976e+00 4.045487e+00 4.445589e-01 
2.156666e+00 6.036092e+00 3.319262e-01 
1.742882e+00 5.181176e+00 3.715420e-01 
2.011123e+00 2.783918e+00 2.734796e-01 
1.624244e+00 6.248483e+00 3.626895e-01 
1.795521e+00 2.070387e-01 4.010429e-01 
1.683043e+00 1.902893e+00 3.620944e-01 
9.366485e-01 2.875797e+00 4.828986e-01 
2.278331e+00 2.724006e+00 3.215860e-01 
1.737385e+00 4.694455e+00 4.800978e-01 
1.008681e+00 2.061553e+00 5.834576e-01 
1.137309e+00 3.386673e+00 3.901967e-01 
1.359032e+00 1.922110e+00 4.668678e-01 
2.371230e+00 4.592223e+00 3.357114e-01 
6.439778e-01 3.617224e+00 4.713836e-01 
1.233090e+00 3.493664e+00 3.865732e-01 
2.155955e+00 4.642871e+00 3.665369e-01 
6.251509e-01 4.650195e+00 4.458990e-01 
1.905227e+00 4.048428e+00 4.700196e-01 
2.501510e+00 4.209439e+00 3.745724e-01 
1.573490e-01 3.732308e+00 4.496290e-01 
2.086995e+00 4.064580e+00 4.426608e-01 
6.852087e-01 5.350112e+00 3.598332e-01 
2.289091e+00 2.904163e+00 3.316070e-01 
1.079176e+00 5.263291e+00 4.285230e-01 
2.576248e+00 1.709493e+00 4.175831e-01 
1.351625e+00 2.542081e+00 3.968093e-01 
7.659571e-01 5.296434e+00 3.797326e-01 
1.660413e+00 3.258147e+00 2.999940e-01 
1.849845e+00 3.577136e+00 3.771855e-01 
8.007782e-02 4.614657e+00 4.186219e-01 
2.169798e+00 3.616416e+00 3.951889e-01 
2.387393e+00 4.028741e+00 4.007664e-01 
2.046552e+00 4.279696e+00 4.469743e-01 
1.305141e+00 7.366713e-01 3.471428e-01 
9.082320e-01 3.344259e+00 4.396929e-01 
2.184789e+00 5.053928e-01 4.456004e-01 
2.515728e+00 5.590388e+00 2.712568e-01 
1.363867e+00 5.149900e+00 4.565775e-01 
8.133817e-01 4.646650e+00 4.876915e-01 
9.526588e-01 8.368052e-01 3.553544e-01 
6.675474e-01 3.323653e+00 4.843427e-01 
1.703734e+00 5.513851e+00 3.348362e-01 
3.066581e-01 3.465673e+00 4.795526e-01 
5.786368e-01 2.373252e+00 5.970000e-01 
5.342425e-01 4.044419e-02 2.833894e-01 
1.169900e+00 3.519935e+00 4.001503e-01 
1.061291e+00 2.074936e+00 5.690083e-01 
2.372168e+00 4.962792e+00 2.759785e-01 
1.910623e+00 3.847652e+00 4.389007e-01 
2.757683e-01 3.015450e+00 5.028926e-01 
1.917762e+00 4.211455e+00 4.777844e-01 
1.472541e+00 4.893707e+00 5.021287e-01 
4.577789e-01 3.625847e+00 4.758099e-01 
1.675096e+00 6.169381e+00 3.602787e-01 
1.516074e+00 1.354650e+00 3.953362e-01 
1.080421e+00 4.540997e+00 5.465427e-01 
7.999402e-01 2.516774e+00 5.792906e-01 
2.158128e+00 6.074183e+00 3.396946e-01 
2.223388e+00 5.666937e+00 2.658238e-01 
1.803831e+00 3.004441e+00 2.685579e-01 
2.679596e+00 2.284763e+00 4.090120e-01 
1.562425e+00 3.597473e+00 3.830370e-01 
2.297802e+00 2.496953e+00 3.249721e-01 
1.824041e+00 3.359240e+00 3.233536e-01 
2.645624e+00 4.056097e+00 3.796709e-01 
1.890875e+00 6.260561e-01 4.248677e-01 
8.898824e-01 1.229759e+00 4.614148e-01 
1.236736e+00 2.160085e-01 3.070234e-01 
1.346919e+00 3.674671e+00 4.153537e-01 
2.018959e+00 2.612732e+00 2.744811e-01 
1.306719e+00 1.853381e+00 4.850827e-01 
9.981852e-01 4.438378e+00 5.335338e-01 
2.462901e+00 6.108964e+00 3.420241e-01 
2.568042e+00 4.649909e+00 3.178481e-01 
1.345592e+00 5.738112e+00 3.470915e-01 
1.634173e+00 4.731258e+00 5.011322e-01 
2.104738e+00 2.853629e+00 2.906421e-01 
1.025457e+00 4.167400e+00 5.179404e-01 
2.850439e+00 1.202301e+00 4.359235e-01 
1.158057e+00 6.807809e-01 3.296042e-01 
7.858797e-02 3.011200e+00 4.531692e-01 
1.231038e+00 4.120095e+00 5.267519e-01 
2.212445e+00 5.457122e+00 2.510395e-01 
1.485077e+00 2.856477e+00 3.057700e-01 
1.605202e+00 1.802389e-01 3.737771e-01 
1.510346e+00 8.145190e-01 3.713645e-01 
1.373559e+00 4.891456e+00 5.153962e-01 
7.448472e-01 1.510867e+00 5.423665e-01 
2.080919e+00 1.645644e+00 3.546117e-01 
1.617438e+00 5.150364e-01 3.850581e-01 
3.129908e-01 4.288363e+00 4.306420e-01 
9.027330e-01 1.059624e+00 4.136808e-01 
4.193738e-01 3.527802e+00 4.815712e-01 
1.408321e+00 4.039152e-01 3.445930e-01 
1.661683e+00 5.662441e+00 3.344274e-01 
2.687651e-01 6.010112e+00 3.421559e-01 
8.432380e-01 1.828014e-01 2.638231e-01 
1.966346e+00 5.538014e+00 2.842726e-01 
7.307041e-01 4.215882e+00 4.810763e-01 
1.117941e+00 5.392295e+00 4.015407e-01 
1.724533e+00 5.862124e+00 3.332737e-01 
1.757743e+00 3.708959e+00 4.115146e-01 
2.539147e+00 2.111317e+00 3.905948e-01 
7.954469e-01 9.899549e-01 4.024142e-01 
2.166997e+00 5.224932e+00 2.633959e-01 
9.073592e-01 4.675297e+00 5.064154e-01 
1.173841e+00 3.430740e+00 3.873504e-01 
1.478564e+00 5.434491e+00 3.818480e-01 
1.412462e+00 3.039689e+00 3.139089e-01 
7.808891e-01 9.064300e-02 2.608169e-01 
1.183437e+00 4.870244e+00 5.223708e-01 
2.406145e+00 3.617862e+00 3.996861e-01 
2.666865e+00 5.698025e+00 3.055241e-01 
1.778018e+00 2.255245e+00 3.092009e-01 
3.293142e-01 1.206335e+00 4.539014e-01 
1.564667e+00 4.409001e+00 5.480712e-01 
1.864668e+00 5.250086e+00 3.259958e-01 
1.398962e+00 3.308474e+00 3.323149e-01 
1.090230e+00 6.906404e-01 3.274743e-01 
