# Spherical harmonics problem 2021/03/23 19:56:49
order 0
N 8
# theta phi I
2.369380e+00 5.187203e+00 3.989423e-01 
2.334052e+00 1.508581e+00 3.989423e-01 
1.293094e+00 5.880643e+00 3.989423e-01 
8.720979e-01 1.093843e+00 3.989423e-01 
7.826743e-01 2.295285e+00 3.989423e-01 
1.036667e+00 4.427137e+00 3.989423e-01 
1.628171e+00 7.213912e-01 3.989423e-01 
3.938390e-01 1.374667e+00 3.989423e-01 
# Exact (~1e-8) pressure tensor
3.333333e-01 0.000000e+00 0.000000e+00 
0.000000e+00 3.333333e-01 0.000000e+00 
0.000000e+00 0.000000e+00 3.333333e-01 
